RTX 5070,ASUS,6599.90,2025-04-15,terabyte
RX 7700 xt,Sapphire,3999.90,2025-04-15,terabyte
RTX 5070 ti,ASUS,9199.90,2025-04-15,terabyte
RTX 5090,Gigabyte,24199.90,2025-04-15,terabyte
RTX 5080,Palit,9999.90,2025-04-15,terabyte
RTX 5080,Gigabyte,11499.90,2025-04-15,terabyte
RTX 4060,PNY,2359.90,2025-04-15,terabyte
RX 7900,XFX,5299.90,2025-04-15,terabyte
RTX 3050,MSI,1399.90,2025-04-15,terabyte
RTX 4060,ZOTAC,2399.90,2025-04-15,terabyte
RX 7800 xt,Sapphire,4899.90,2025-04-15,terabyte
RX 6600,ASRock,1699.9,2025-04-17,terabyte
RX 7600,ASUS,1899.9,2025-04-17,terabyte
RTX 3060,Inno3D,2149.9,2025-04-17,terabyte
RTX 4060 ti,ASUS,3399.9,2025-04-17,terabyte
RTX 4060,Galax,2349.9,2025-04-17,terabyte
RTX 4070,Gigabyte,4999.9,2025-04-17,terabyte
RTX 4060,Gigabyte,2499.9,2025-04-17,terabyte
RX 7600,XFX,1949.9,2025-04-17,terabyte
RX 7600,ASRock,1899.9,2025-04-17,terabyte
RTX 3050,Galax,1299.9,2025-04-17,terabyte
RTX 5070,Palit,5199.9,2025-04-17,terabyte
RTX 3050,ASUS,1399.9,2025-04-17,terabyte
RTX 4060,ASUS,2499.9,2025-04-17,terabyte
RTX 5070 ti,MSI,8499.9,2025-04-17,terabyte
RTX 5070,MSI,5099.9,2025-04-17,terabyte
RTX 5070,Gigabyte,5299.9,2025-04-17,terabyte
RTX 5070 ti,Palit,7499.9,2025-04-17,terabyte
RTX 5070 ti,Gigabyte,7299.9,2025-04-17,terabyte
RTX 5080,MSI,11999.0,2025-04-17,terabyte
RTX 5070,ASUS,6599.9,2025-04-17,terabyte
RX 9070,Sapphire,5879.9,2025-04-17,terabyte
RX 7700 xt,Sapphire,3999.9,2025-04-17,terabyte
RTX 3050,PCYES,1449.9,2025-04-17,terabyte
RTX 5070 ti,ASUS,9199.9,2025-04-17,terabyte
RTX 5090,Gigabyte,24199.9,2025-04-17,terabyte
RTX 5080,Palit,9999.9,2025-04-17,terabyte
RTX 5080,Gigabyte,11499.9,2025-04-17,terabyte
RTX 4060,PNY,2359.9,2025-04-17,terabyte
RX 7900,XFX,5299.9,2025-04-17,terabyte
RTX 3050,MSI,1399.9,2025-04-17,terabyte
RTX 4060,ZOTAC,2399.9,2025-04-17,terabyte
RX 7800 xt,Sapphire,4899.9,2025-04-17,terabyte
RX 7800 xt,ASRock,4399.9,2025-04-17,terabyte
RTX 4060,Palit,2999.9,2025-04-17,terabyte
RTX 4060 ti,Inno3D,4129.9,2025-04-17,terabyte
RTX 4070 super,MSI,5799.99,2025-04-17,pichau
RX 7800 xt,Gigabyte,4999.99,2025-04-17,pichau
RX 7600 xt,Gigabyte,2899.99,2025-04-17,pichau
RX 9070 xt,XFX,7299.99,2025-04-17,pichau
RTX 3060,MSI,2199.99,2025-04-17,pichau
RX 7700 xt,XFX,3659.99,2025-04-17,pichau
RX 9070,Gigabyte,6899.99,2025-04-17,pichau
RX 9070 xt,Gigabyte,8499.99,2025-04-17,pichau
RX 9070,ASRock,6499.99,2025-04-17,pichau
RX 7600,Gigabyte,1899.99,2025-04-17,pichau
RTX 5090,MSI,24000.0,2025-04-17,pichau
RX 7800 xt,XFX,4959.99,2025-04-17,pichau
RX 7900 xt,XFX,8399.99,2025-04-17,pichau
RX 7600,PowerColor,1869.99,2025-04-17,pichau
RX 6650 xt,XFX,1749.99,2025-04-17,pichau
RX 6600,XFX,1659.99,2025-04-17,pichau
RTX 4060,Inno3D,2459.99,2025-04-17,pichau
RTX 4060,MSI,2459.99,2025-04-17,pichau
RTX 4070 super,Gigabyte,6199.99,2025-04-17,pichau
RX 7700 xt,Gigabyte,3779.99,2025-04-17,pichau
RTX 3050,Inno3D,1289.99,2025-04-17,pichau
RX 7600 xt,XFX,2989.99,2025-04-17,pichau
RX 6600,ASRock,1699.9,2025-04-18,terabyte
RX 7600,ASUS,1899.9,2025-04-18,terabyte
RTX 3060,Inno3D,2149.9,2025-04-18,terabyte
RTX 4060,Galax,2349.9,2025-04-18,terabyte
RTX 4060,Palit,2299.9,2025-04-18,terabyte
RTX 4070,Gigabyte,4999.9,2025-04-18,terabyte
RTX 4060,Gigabyte,2499.9,2025-04-18,terabyte
RX 7600,XFX,1949.9,2025-04-18,terabyte
RX 7600,ASRock,1899.9,2025-04-18,terabyte
RTX 3050,Galax,1299.9,2025-04-18,terabyte
RTX 5070,Palit,5199.9,2025-04-18,terabyte
RTX 3050,ASUS,1399.9,2025-04-18,terabyte
RTX 4060,ASUS,2499.9,2025-04-18,terabyte
RTX 5070 ti,MSI,8499.9,2025-04-18,terabyte
RTX 5070,MSI,5099.9,2025-04-18,terabyte
RTX 5070,Gigabyte,5299.9,2025-04-18,terabyte
RTX 5070 ti,Palit,7099.9,2025-04-18,terabyte
RTX 5070 ti,Gigabyte,7299.9,2025-04-18,terabyte
RTX 5080,MSI,11999.0,2025-04-18,terabyte
RTX 5070,ASUS,6599.9,2025-04-18,terabyte
RX 9070,Sapphire,5879.9,2025-04-18,terabyte
RTX 3050,PCYES,1449.9,2025-04-18,terabyte
RTX 5070 ti,ASUS,9199.9,2025-04-18,terabyte
RTX 5090,Gigabyte,24199.9,2025-04-18,terabyte
RTX 5080,Palit,9999.9,2025-04-18,terabyte
RTX 5080,Gigabyte,11499.9,2025-04-18,terabyte
RTX 4060,PNY,2359.9,2025-04-18,terabyte
RX 7900,XFX,5299.9,2025-04-18,terabyte
RTX 3050,MSI,1399.9,2025-04-18,terabyte
RTX 4060,ZOTAC,2399.9,2025-04-18,terabyte
RX 7800 xt,Sapphire,4899.9,2025-04-18,terabyte
RTX 4060 ti,Inno3D,3199.9,2025-04-18,terabyte
RTX 4060 ti,ASUS,3999.99,2025-04-18,terabyte
RTX 4060,MSI,2799.99,2025-04-18,terabyte
RTX 4070 super,MSI,5799.99,2025-04-18,pichau
RX 7800 xt,Gigabyte,4999.99,2025-04-18,pichau
RX 7600 xt,Gigabyte,2899.99,2025-04-18,pichau
RX 9070 xt,XFX,7299.99,2025-04-18,pichau
RTX 3060,MSI,2199.99,2025-04-18,pichau
RX 7700 xt,XFX,3659.99,2025-04-18,pichau
RX 6600,ASROCK,1699.9,2025-04-19,terabyte
RX 7600,ASUS,1899.9,2025-04-19,terabyte
RTX 4060,GALAX,2349.9,2025-04-19,terabyte
RTX 4060,PALIT,2299.9,2025-04-19,terabyte
RTX 3060,Inno3D,2149.9,2025-04-19,terabyte
RTX 4060,Gigabyte,2499.9,2025-04-19,terabyte
RTX 4070,Gigabyte,4999.9,2025-04-19,terabyte
RX 7600,XFX,1949.9,2025-04-19,terabyte
RTX 3050,GALAX,1299.9,2025-04-19,terabyte
RX 7600,ASROCK,1899.9,2025-04-19,terabyte
RTX 5070,PALIT,5199.9,2025-04-19,terabyte
RTX 3050,ASUS,1399.9,2025-04-19,terabyte
RTX 4060,ASUS,2499.9,2025-04-19,terabyte
RTX 5060 ti,MSI,4299.9,2025-04-19,terabyte
RTX 5060 ti,Gigabyte,4499.9,2025-04-19,terabyte
RTX 5070 ti,MSI,8499.9,2025-04-19,terabyte
RTX 5070,MSI,5099.9,2025-04-19,terabyte
RTX 5070,Gigabyte,5299.9,2025-04-19,terabyte
RTX 5070 ti,PALIT,7099.9,2025-04-19,terabyte
RTX 3050,MSI,1609.9,2025-04-19,kabum
RTX 5070 ti,Gigabyte,7299.99,2025-04-19,kabum
RTX 3060,GALAX,2199.99,2025-04-19,kabum
RTX 4060,ASUS,2499.99,2025-04-19,kabum
RTX 4060,MSI,2299.99,2025-04-19,kabum
RTX 4060 ti,ASUS,3499.99,2025-04-19,kabum
RTX 5070,PALIT,5799.99,2025-04-19,kabum
RTX 3060,Inno3D,2149.99,2025-04-19,kabum
RTX 3050,ASUS,1299.9,2025-04-19,kabum
RTX 3060,ZOTAC,2319.9,2025-04-19,kabum
RX 550,PCYES,549.9,2025-04-19,kabum
RTX 5070 ti,MSI,8399.99,2025-04-19,kabum
RTX 4060,Inno3D,2299.99,2025-04-19,kabum
RX 7900 xt,Sapphire,5799.99,2025-04-19,kabum
RTX 4060,EAGLEOC,2699.99,2025-04-19,kabum
RX 9070 xt,Gigabyte,7699.99,2025-04-19,kabum
RTX 3050,Inno3D,1289.9,2025-04-19,kabum
RTX 4060,Colorful,2299.99,2025-04-19,kabum
RTX 5080,Gigabyte,11999.99,2025-04-19,kabum
RX 7600,ASROCK,2299.99,2025-04-19,kabum
RTX 5070,Gigabyte,5399.99,2025-04-19,kabum
RTX 5080,PALIT,11999.99,2025-04-19,kabum
RTX 5070,MSI,6399.99,2025-04-19,kabum
RTX 5090,ASUS,29999.99,2025-04-19,kabum
RTX 4070 super,MSI,5799.99,2025-04-19,pichau
RTX 5060 ti,Inno3D,4099.99,2025-04-19,pichau
RX 7800 xt,Gigabyte,4999.99,2025-04-19,pichau
RX 7600 xt,Gigabyte,2899.99,2025-04-19,pichau
RTX 5060 ti,Gigabyte,4599.99,2025-04-19,pichau
RTX 5060 ti,AERO,4299.99,2025-04-19,pichau
RTX 5070 ti,Gigabyte,9999.99,2025-04-19,pichau
RTX 5060 ti,ASUS,3899.99,2025-04-19,pichau
RX 9070 xt,XFX,7299.99,2025-04-19,pichau
RTX 3060,MSI,2199.99,2025-04-19,pichau
RTX 5060 ti,MSI,3999.99,2025-04-19,pichau
RTX 5070,MSI,6199.99,2025-04-19,pichau
RTX 5070 ti,MSI,9199.99,2025-04-19,pichau
RX 7700 xt,XFX,3659.99,2025-04-19,pichau
RX 6600,ASROCK,1659.99,2025-04-19,pichau
RTX 5060 ti,Gigabyte,4599.99,2025-04-19,kabum
RTX 5060 ti,AERO,4799.99,2025-04-19,kabum
RTX 5060 ti,ASUS,4599.99,2025-04-19,kabum
RTX 5060 ti,EAGLEOC,4599.99,2025-04-19,kabum
RX 6600,ASROCK,1599.9,2025-04-19,kabum
RX 7600,Gigabyte,1999.99,2025-04-19,kabum
RTX 4060,PALIT,2299.99,2025-04-19,kabum
RX 7600,XFX,1899.99,2025-04-19,kabum
RTX 4060 ti,Gigabyte,3299.99,2025-04-19,kabum
RTX 3050,GALAX,1399.99,2025-04-19,kabum
RTX 4060,GALAX,2399.9,2025-04-19,kabum
RTX 4060,Gigabyte,2699.9,2025-04-19,kabum
RTX 3050,Gigabyte,1199.99,2025-04-19,kabum
RTX 3060,MSI,2199.99,2025-04-19,kabum
RTX 4060,ZOTAC,2354.9,2025-04-19,kabum
RTX 5080,AERO,11599.99,2025-04-19,kabum
RX 7700 xt,Gigabyte,3799.99,2025-04-19,kabum
RTX 2060,PCYES,1499.99,2025-04-19,kabum
RX 6600,ASUS,1949.99,2025-04-19,kabum
RTX 5070 ti,ASUS,9299.99,2025-04-19,kabum
RTX 5090,Gigabyte,25999.99,2025-04-19,kabum
RTX 5080,MSI,10799.99,2025-04-19,kabum
RTX 5070,Inno3D,5499.99,2025-04-19,kabum
RTX 3050,PCYES,1349.0,2025-04-19,kabum
RX 550,AFOX,539.9,2025-04-19,kabum
RTX 5080,GALAX,11699.99,2025-04-19,kabum
RTX 5090,PALIT,22999.99,2025-04-19,kabum
RTX 4060,PNY,2602.59,2025-04-19,kabum
RTX 2060 super,PCYES,1599.99,2025-04-19,kabum
RTX 5070,ASUS,6599.99,2025-04-19,kabum
RX 7900 xt,ASROCK,7599.99,2025-04-19,kabum
RX 550,PowerColor,482.55,2025-04-19,kabum
RTX 4060 ti,Inno3D,5005.19,2025-04-19,kabum
RTX 5070 ti,GALAX,7999.99,2025-04-19,kabum
RX 9070,ASUS,6299.99,2025-04-19,kabum
RTX 5070,AERO,6352.43,2025-04-19,kabum
RX 9070,Gigabyte,6623.99,2025-04-19,kabum
RX 7600 xt,ASUS,3899.99,2025-04-19,kabum
RX 570,PCYES,799.99,2025-04-19,kabum
RX 9070 xt,ASUS,7599.99,2025-04-19,kabum
RX 9070,ASROCK,6499.99,2025-04-19,kabum
RTX 5070 ti,AERO,9499.99,2025-04-19,kabum
RTX 5080,ZOTAC,11870.0,2025-04-19,kabum
RTX 3050,PALIT,1249.99,2025-04-19,kabum
RTX 5080,ASUS,12999.99,2025-04-19,kabum
RTX 5070,EAGLEOC,8547.5,2025-04-19,kabum
RX 7900 xt,XFX,8399.99,2025-04-19,kabum
RTX 3070,GALAX,4229.1,2025-04-19,kabum
RTX 4070,PALIT,5099.9,2025-04-19,kabum
RX 7600,ASUS,2699.91,2025-04-19,kabum
RTX 4080,ZOTAC,11533.24,2025-04-19,kabum
RTX 4070,GALAX,7148.9,2025-04-19,kabum
RTX 2060,ASUS,4691.91,2025-04-19,kabum
RTX 2060,Gigabyte,4419.79,2025-04-19,kabum
RTX 5080,Inno3D,12999.99,2025-04-19,kabum
RX 560,AFOX,1473.19,2025-04-19,kabum
RTX 4060 ti,ZOTAC,3964.87,2025-04-19,kabum
RX 7900 xt,ASUS,7475.54,2025-04-19,kabum
RTX 3050,ZOTAC,1520.0,2025-04-19,kabum
RX 7600 xt,ASROCK,3719.49,2025-04-19,kabum
RTX 5070,ZOTAC,6994.71,2025-04-19,kabum
RX 7600 xt,Gigabyte,4214.0,2025-04-19,kabum
RX 570,PowerColor,899.0,2025-04-19,kabum
RTX 3070,PALIT,9679.99,2025-04-19,kabum
RX 7900,XFX,7439.99,2025-04-19,kabum
RTX 5090,ZOTAC,27905.0,2025-04-19,kabum
RTX 3060,PCYES,2474.01,2025-04-19,kabum
RTX 3080,MSI,599.0,2025-04-19,kabum
RTX 5070 ti,Gigabyte,7299.9,2025-04-19,terabyte
RTX 5080,MSI,11999.0,2025-04-19,terabyte
RTX 5070 ti,AERO,9499.9,2025-04-19,terabyte
RTX 3050,PCYES,1449.9,2025-04-19,terabyte
RTX 5070 ti,ASUS,9199.9,2025-04-19,terabyte
RTX 5090,Gigabyte,24199.9,2025-04-19,terabyte
RTX 5080,PALIT,9999.9,2025-04-19,terabyte
RTX 5080,Gigabyte,11499.9,2025-04-19,terabyte
RTX 4060,PNY,2359.9,2025-04-19,terabyte
RX 7900,XFX,5299.9,2025-04-19,terabyte
RTX 3050,MSI,1399.9,2025-04-19,terabyte
RTX 4060,ZOTAC,2399.9,2025-04-19,terabyte
RX 7800 xt,Sapphire,4899.9,2025-04-19,terabyte
RTX 4060 ti,ASUS,3999.99,2025-04-19,terabyte
RX 7600,ASUS,1889.99,2025-04-19,pichau
RX 9070,Gigabyte,6899.99,2025-04-19,pichau
RX 9070 xt,Gigabyte,7899.99,2025-04-19,pichau
RX 9070,ASROCK,6499.99,2025-04-19,pichau
RTX 5080,MSI,11999.99,2025-04-19,pichau
RTX 5090,Gigabyte,27999.99,2025-04-19,pichau
RX 7600,ASROCK,1899.99,2025-04-19,pichau
RX 7600,Gigabyte,1959.99,2025-04-19,pichau
RTX 5090,MSI,24000.0,2025-04-19,pichau
RX 7800 xt,XFX,4959.99,2025-04-19,pichau
RX 7900 xt,XFX,8399.99,2025-04-19,pichau
RTX 5080,Gigabyte,13199.99,2025-04-19,pichau
RTX 5080,AERO,11599.99,2025-04-19,pichau
RX 7600,PowerColor,1869.99,2025-04-19,pichau
RX 6650 xt,XFX,1789.99,2025-04-19,pichau
RX 6600,XFX,1659.99,2025-04-19,pichau
RTX 4060,Inno3D,2459.99,2025-04-19,pichau
RTX 4060,MSI,2459.99,2025-04-19,pichau
RTX 4060,PALIT,2299.99,2025-04-19,pichau
RTX 4070 super,Gigabyte,6199.99,2025-04-19,pichau
RX 7700 xt,Gigabyte,3799.99,2025-04-19,pichau
RTX 3050,GALAX,1349.99,2025-04-19,pichau
RTX 3050,Inno3D,1289.99,2025-04-19,pichau
RTX 3050,ASUS,1299.99,2025-04-19,pichau
RTX 4060,ASUS,2699.99,2025-04-19,pichau
RTX 5070 ti,AERO,9499.99,2025-04-19,pichau
RTX 5070 ti,EAGLEOC,9099.99,2025-04-19,pichau
RTX 5070,PALIT,5399.99,2025-04-19,pichau
RTX 4060 ti,ASUS,4199.99,2025-04-19,pichau
RX 7600 xt,XFX,2989.99,2025-04-19,pichau
RTX 4070,Gigabyte,4859.99,2025-04-19,pichau
RX 7600,XFX,1859.99,2025-04-19,pichau
RTX 4060,Gigabyte,2699.99,2025-04-19,pichau
RTX 4070 super,MSI,5799.99,2025-04-20,pichau
RTX 5060 ti,Inno3D,4099.99,2025-04-20,pichau
RX 7800 xt,Gigabyte,4999.99,2025-04-20,pichau
RX 7600 xt,Gigabyte,2899.99,2025-04-20,pichau
RTX 5060 ti,Gigabyte,4599.99,2025-04-20,pichau
RTX 5060 ti,AERO,4299.99,2025-04-20,pichau
RTX 5070 ti,Gigabyte,9999.99,2025-04-20,pichau
RTX 5060 ti,ASUS,3899.99,2025-04-20,pichau
RX 9070 xt,XFX,7299.99,2025-04-20,pichau
RTX 3060,MSI,2199.99,2025-04-20,pichau
RTX 5060 ti,MSI,3999.99,2025-04-20,pichau
RTX 5070,MSI,6199.99,2025-04-20,pichau
RTX 5070 ti,MSI,8499.99,2025-04-20,pichau
RX 7700 xt,XFX,3659.99,2025-04-20,pichau
RX 6600,ASROCK,1659.99,2025-04-20,pichau
RX 9070 xt,Gigabyte,7699.99,2025-04-20,kabum
RTX 5080,Gigabyte,11999.99,2025-04-20,kabum
RTX 5070,Gigabyte,5399.99,2025-04-20,kabum
RTX 4060,Colorful,2299.99,2025-04-20,kabum
RX 7600,ASROCK,2299.99,2025-04-20,kabum
RTX 3050,Inno3D,1289.9,2025-04-20,kabum
RTX 5080,PALIT,11999.99,2025-04-20,kabum
RTX 4060,ZOTAC,2354.9,2025-04-20,kabum
RTX 5070,MSI,6399.99,2025-04-20,kabum
RTX 5090,ASUS,29999.99,2025-04-20,kabum
